accountingservice,0.041666666666666664,0.004166666666666667,0.029166666666666667,0.03750015625065104,0.058333333333333334,0,0.025,0.025,0.0375,0.024999895833767362,0.04166649305627893,0.05,0.03333333333333333
adservice,0.0875,0.09583333333333333,0.1,0.09166704861270254,0.09166666666666666,0.08333333333333333,0.0875,0.05416666666666667,0.1125,0.09999958333506943,0.14999937500260416,0.09999999999999999,0.07083333333333333
cartservice,1.3083333333333333,1.2791666666666666,0.9541666666666666,1.4000058333576388,1.65,0.9458333333333333,1.1958333333333333,1.1541666666666668,1.2375,0.8416631597368345,1.0416623264069733,1.4166666666666667,1.3708333333333333
checkoutservice,0.575,0.1375,0.058333333333333334,0.5250021875091145,0.7541666666666667,0.08333333333333333,0.35833333333333334,0.3416666666666667,0.4458333333333333,0.34166524306148727,0.5416644097316261,0.6666666666666666,0.45
currencyservice,0.3208333333333333,0.1,0.325,0.3208346701444589,0.3833333333333333,0.1,0.2875,0.3,0.3041666666666667,0.2541656076433015,0.2916654513939525,0.37083333333333335,0.3208333333333333
emailservice,0.16666666666666666,0.016666666666666666,0,0.15000062500260417,0.23333333333333334,0,0.1,0.1,0.15,0.09999958333506945,0.16666597222511573,0.2,0.13333333333333333
flagd,1.6125,0.7875,1.2,1.5375064062766928,1.65,0.9333333333333333,1.2916666666666667,1.6416666666666666,1.5166666666666666,1.2791613368277632,1.2708280382165076,1.3625,1.3791666666666667
frauddetectionservice,0.125,0.0125,0,0.11250046875195313,0.175,0,0.07500000000000001,0.07500000000000001,0.11249999999999999,0.07499968750130209,0.1249994791688368,0.15000000000000002,0.1
frontend,39.28333333333333,29.979166666666668,47.833333333333336,38.40849336872237,27.441666666666666,36,42.78333333333333,53.09583333333333,36.87916666666666,45.520643663984735,45.96647513968692,29.787499999999998,47.56666666666666
frontend-web,1.6041666666666665,1.2166666666666668,1.7041666666666666,1.5791732465551938,1.9291666666666667,1.1916666666666667,1.2625,1.8541666666666665,1.2833333333333332,1.604159982666739,1.4624939062753906,1.475,1.5250000000000001
frontendproxy,23.1,17.716666666666665,28.2125,22.154258976079063,16.9875,19.45,23.320833333333333,29.84583333333333,21.65833333333333,25.091562118491172,24.712397031679036,18.441666666666666,27.65
imageprovider,0.8166666666666667,0.275,0.875,0.6875028645952691,0.6416666666666666,0.375,0.6333333333333333,0.8833333333333333,0.7791666666666667,0.47916467014720776,0.3041653993108362,0.6833333333333333,0.9291666666666667
loadgenerator,8.470833333333333,7.375,10.999999999999998,8.108367118196325,5.5874999999999995,7.966666666666667,8.795833333333334,12.575,8.079166666666667,10.38329006962471,10.112457864758898,6.429166666666666,10.429166666666667
paymentservice,0.08333333333333333,0.008333333333333333,0,0.07500031250130208,0.11666666666666667,0,0.05,0.05,0.075,0.049999791667534724,0.08333298611255786,0.1,0.06666666666666667
productcatalogservice,1.1708333333333334,0.9291666666666667,1.1875,1.2291717882157842,1.2416666666666665,0.9375,1.0125,1.1833333333333333,1.1708333333333334,1.0708288715463685,1.054162274323857,1.1375,1.1375
quoteservice,0.13749999999999998,0,0.125,0.11250046875195313,0.0125,0,0.1625,0.07500000000000001,0.11249999999999999,0.07499968750130209,0.1249994791688368,0.15000000000000002,0.0125
recommendationservice,0.5166666666666666,0.35,0.5166666666666666,0.5833357638990162,0.5833333333333334,0.43333333333333335,0.45,0.5833333333333334,0.55,0.5166645138978587,0.5166645138978587,0.45,0.4666666666666667
shippingservice,0.13333333333333333,0.004166666666666667,0,0.11250046875195313,0.16666666666666669,0,0.07500000000000001,0.07500000000000001,0.10416666666666666,0.07499968750130209,0.11666618055758102,0.15000000000000002,0.09166666666666667
