accountingservice,140.00000000000003,94.28571428571429,94.28571428571428,95.625,96.11111111111111,96,93.57142857142857,95.83333333333333,95,95,95.35714285714286
adservice,1766.923076923077,1763.333333333333,1794.7368421052631,1782.9411764705878,1798.1818181818182,1756.25,1770.8,1755.9999999999993,1740.909090909091,1753.9999999999998,1772.2727272727268
cartservice,5.909638554216867,5.864150943396224,5.920270270270274,5.896855345911952,5.940236686390531,5.932352941176469,5.841401273885352,6.123636363636363,5.915625000000001,5.685148514851486,5.555147058823525
checkoutservice,38.36363636363639,37.85185185185185,36.620689655172384,40.37037037037034,35.11999999999999,33.733333333333306,36.66666666666664,34.22222222222222,33.999999999999986,35.84615384615387,33.2
currencyservice,7.228571428571425,6.740909090909099,6.49666666666667,6.749999999999998,7.622807017543847,7.079999999999997,6.592105263157899,6.997499999999997,6.935294117647043,6.117857142857135,5.955670103092784
emailservice,3.9368421052631577,4.900000000000001,5.599999999999999,5.399999999999999,5,3.8181818181818183,3.860869565217391,3.846153846153846,3.723076923076923,4.6,5.142857142857141
flagd,1334.4897959183659,1340.9865470852008,1330.5504587155956,1340.097087378641,1330.5069124423956,1335.3939393939402,1322.8310502283098,1327.516778523489,1351.5662650602405,1333.1506849315058,1337.7083333333335
frauddetectionservice,40.249999999999986,25.999999999999986,30.79999999999999,9.449999999999996,27.499999999999986,5.96,9.150000000000002,9.666666666666666,32.000000000000014,5.99090909090909,9.875
frontend,42.899745114698376,42.152398871119466,42.05126014523708,42.316152597402585,43.103570724008684,41.538903061224474,42.331968890708126,42.38994036816177,42.93285263632264,41.92903607332937,41.74558823529412
frontend-web,229.91266375545888,237.36708860759512,237.28652751423073,242.71875000000023,247.4545454545446,245.6906077348063,241.2787723785167,226.467065868264,222.85714285714255,229.3023255813945,244.6325167037861
frontendproxy,47.99605911330046,47.89840925524223,47.81815176062159,47.935211267605624,48.39579792986251,47.391666666666666,47.96692151661724,48.09744214372713,48.118496012153436,47.849149507609674,47.576615155464545
imageprovider,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8999999999999997,1.9,1.9,1.9
loadgenerator,1808.2608695652166,1673.000000000001,1703.1578947368419,1480.6249999999982,1811.6666666666665,1511.818181818182,1711.2500000000002,1609.9999999999995,1623.6363636363633,1758.1249999999995,1806.7999999999993
paymentservice,1.976,1.9000000000000001,1.8999999999999997,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
productcatalogservice,1.9250725785167588,1.92060502283105,1.9186901371990681,1.9204930662557782,1.930142511427803,1.9258265980896399,1.926746864601996,1.9215046604527297,1.9206419753086414,1.9163736642537055,1.9210893133711928
quoteservice,1.8999999999999997,1.9,1.9,1.9,1.9000000000000001,1.9,1.9,1.9,1.9,1.9,1.9000000000000001
recommendationservice,7.426666666666663,7.200000000000001,7.0140127388534985,7.248484848484849,7.609411764705882,7.342307692307692,7.078362573099418,7.450000000000003,7.4506666666666606,7.030927835051546,6.96470588235294
shippingservice,9.100000000000001,3.9821428571428568,5.024999999999999,3.8499999999999996,3.9923076923076923,3.8499999999999996,3.965625,3.8499999999999996,3.8499999999999996,5.099999999999999,3.8499999999999996
